1-dodecene,second viral coefficients,104,200,500,1,1,1,1,1
1-heptanol,vapour pressure,101,239.15,632.3,147.41,-13466,-17.353,1.13E-17,6
1-heptanol,liquid density,105,239.15,632.3,0.55687,0.24725,632.3,0.31471,0
1-heptanol,ideal gas isobaric heat capacity,107,298.15,1500,122150,399100,1580,283500,717.7
1-heptanol,liquid isobaric heat capacity,100,239.15,448.6,2416800,-26105,110.03,-0.19172,11968
1-heptanol,heat of vaporization,106,239.15,632.3,70236000,-1.3652,3.987,-2.2545,0
1-heptanol,second viral coefficients,104,316.3,1500,0.367,-444.56,-42310000,8.08E+20,-4.40E+23
1-heptene,ideal gas isobaric heat capacity,107,298.15,1500,118510,363620,1735.9,250480,785.73
1-heptene,vapour pressure,101,154.12,537.4,65.922,-6189,-6.3629,2.01E-17,6
1-heptene,heat of vaporization,106,154.12,537.4,49437000,0.35428,0.22149,-0.2353,0
1-heptene,second viral coefficients,104,200,500,1,1,1,1,1
1-heptene,liquid isobaric heat capacity,100,200,500,1,1,1,1,1
1-heptene,liquid density,105,154.12,537.4,0.66016,0.26657,537.4,0.28571,0
1-hexadecanol,vapour pressure,101,322.35,768,186.19015,-19522.8,-22.25759,6.31E-18,6
1-hexadecanol,liquid density,105,322.35,768.6,0.20634,0.22285,768.6,0.27841,
1-hexadecanol,ideal gas isobaric heat capacity,107,298.15,1500,263100,811370,1502.2,588800,708
1-hexadecanol,liquid isobaric heat capacity,100,322.35,598,-2230590,18287.2,-37.96571,0.026475,
1-hexadecanol,heat of vaporization,106,322.35,768.6,110640000,-1.0625,3.9479,-2.5726,
1-hexadecanol,second viral coefficients,104,385,1500,0.7438,-501.7379,-574230000,-1.19E+22,2.90E+23
1-hexanol,vapour pressure,101,228.55,611.3,135.42149,-12288.4,-15.73191,1.27E-17,6
1-hexanol,liquid density,105,228.55,611.3,0.70093,0.26776,611.3,0.24919,0
1-hexanol,ideal gas isobaric heat capacity,107,298.15,1500,106250,352100,1583.5,246200,715.75
1-hexanol,liquid isobaric heat capacity,100,228.55,460,1638600,-17261,71.721,-0.12026,7.11E-05
1-hexanol,heat of vaporization,106,228.55,611.3,70350000,-0.9575,3.1431,-1.8066,0
1-hexanol,second viral coefficients,104,305.15,1500,-366.72,-34040000,5.67E+20,-2.86E+23,0
1-methylnaphthalene,heat of vaporization,106,242.67,772,68612000,0.34958,0,0,0
1-methylnaphthalene,ideal gas isobaric heat capacity,107,298.15,1500,115680,293550,779.37,129120,2426.5
1-methylnaphthalene,liquid density,105,242.67,772,0.54778,0.25357,772,0.28041,
1-methylnaphthalene,vapour pressure,101,242.67,772,67.566,-8737,-6.3362,1.64E-06,2
1-methylnaphthalene,liquid isobaric heat capacity,100,250,500,1,1,1,1,1
1-methylnaphthalene,second viral coefficients,104,200,500,1,1,1,1,1
1-nonanol,vapour pressure,101,670.9,268.15,162.854,-15204.6,-19.42436,1.07E-17,6
1-nonanol,liquid density,105,268.15,670.9,0.43682,0.25161,670.9,0.2498,
1-nonanol,ideal gas isobaric heat capacity,107,298.15,1500,154000,493600,1578,358800,721.11
1-nonanol,liquid isobaric heat capacity,100,310,460,10483000,-115220,476.87,-0.85381,0.00056246
1-nonanol,heat of vaporization,106,268.15,670.9,75429000,-1.5966,4.6489,-2.7229,
1-nonanol,second viral coefficients,104,335.35,1500,0.3809,-300.1714,-156110000,-2.30E+21,2.62E+22
1-octanol,vapour pressure,101,257.65,652.3,144.11083,-13667.2,-16.82611,9.37E-18,6
1-octanol,liquid density,105,257.65,652.3,0.48979,0.24931,652.3,0.27824,0
1-octanol,ideal gas isobaric heat capacity,107,298.15,1500,138050,445900,1575.1,320160,718.8
1-octanol,liquid isobaric heat capacity,100,250,467.1,571370,-4849,19.725,-0.021532,0
1-octanol,heat of vaporization,106,257.65,652.3,72468000,-1.2464,3.6797,-2.0665,
1-octanol,second viral coefficients,104,326.25,1500,0.3366,-262.7646,-124460000,-1.76E+21,1.74E+22
1-pentanol,vapour pressure,101,195.56,588.1,114.74801,-10643.3,-12.85754,1.25E-17,6
1-pentanol,liquid density,105,195.56,588.1,0.81754,0.26732,588.1,0.25348,0
1-pentanol,ideal gas isobaric heat capacity,107,298.15,1500,90600,306200,1605.4,211500,717.97
1-pentanol,liquid isobaric heat capacity,100,200.14,389.15,201200,-651.3,2.275,0,0
1-pentanol,heat of vaporization,106,195.56,588.1,73900000,-0.1464,1.4751,-0.9208,0
1-pentanol,second viral coefficients,104,294.05,1500,0.262,-292.21,-27910000,2.71E+20,-1.75E+23
1-propanol,ideal gas isobaric heat capacity,107,298.15,1500,61900,202130,1629.3,129560,727.4
1-propanol,vapour pressure,101,146.95,536.8,84.66416,-8307.244,-8.57673,7.51E-18,6
1-propanol,liquid density,105,146.95,536.8,1.2457,0.27281,536.8,0.23994,
1-propanol,liquid isobaric heat capacity,100,146.95,400,158760,-635,1.969,0,
1-propanol,heat of vaporization,106,146.95,536.8,68988000,0.6458,-0.5384,0.3317,
1-propanol,second viral coefficients,104,295.19,1500,0.1515,-92.4732,-32170000,-3.06E+20,2.71E+21
"2,7-dimethyloctane",vapour pressure,101,,,99.878,-8752.6,-11.422,6.39E-06,2
"2,7-dimethyloctane",liquid density,105,219.15,604,0.46956,0.27,604,0.29916,0
"2,7-dimethyloctane",ideal gas isobaric heat capacity,107,200,1500,138420,592420,1522.2,400210,664.94
"2,7-dimethyloctane",heat of vaporization,106,219.15,604,61590000,0.38785,0,0,0
"2,7-dimethyloctane",liquid isobaric heat capacity,100,220,620,1,1,1,1,1
"2,7-dimethyloctane",second viral coefficients,104,200,1500,1,1,1,1,1
2-butanol,vapour pressure,101,158.45,535.9,122.552,-10236.2,-14.125,2.36E-17,6
2-butanol,liquid density,105,158.9,535.9,0.97552,0.26339,535.9,0.26864,0
2-butanol,ideal gas isobaric heat capacity,107,298.15,1500,90878,255080,1893,185200,832.13
2-butanol,liquid isobaric heat capacity,100,158.45,372.9,533390,-4986.2,18.908,-0.02,0
2-butanol,heat of vaporization,106,158.45,535.9,75007000,0.09616,1.1444,-0.78448,0
2-butanol,second viral coefficients,104,267.95,1500,0.21526,-216.5,19653000,1.24E+19,6.74E+33
2-butanone,vapour pressure,101,186.48,535.5,72.698,-6143.6,-7.5779,5.65E-06,2
2-butanone,liquid density,105,186.48,535.5,0.93767,0.25035,535.5,0.29964,
2-butanone,ideal gas isobaric heat capacity,107,200,1500,78400,210320,1548.8,118550,693
2-butanone,liquid isobaric heat capacity,100,186.48,373.15,132300,200.87,-0.9597,0.0019533,
2-butanone,heat of vaporization,106,186.48,535.5,46220000,0.355,,,
2-butanone,second viral coefficients,104,277.75,2677.5,0.0901,-86.7,-60500000,3.47E+20,-1.03E+23
2-heptanol,vapour pressure,101,,,,,,,
2-heptanol,liquid density,105,,,,,,,
2-heptanol,liquid isobaric heat capacity,100,,,,,,,
2-heptanol,ideal gas isobaric heat capacity,107,,,,,,,
2-heptanol,heat of vaporization,106,,,,,,,
2-heptanol,second viral coefficients,104,,,,,,,
2-heptanone,vapour pressure,101,238.15,611.4,75.494,-7896.5,-7.5047,8.91E-18,6
2-heptanone,liquid density,105,238.15,611.4,0.58247,0.25279,611.4,0.29818,0
2-heptanone,ideal gas isobaric heat capacity,107,150,1200,125070,214800,691.2,161900,1759.3
2-heptanone,liquid isobaric heat capacity,100,238.15,490,265040,-375.68,1.0024,0,0
2-heptanone,heat of vaporization,106,238.15,611.4,61425000,0.39802,0,0,0
2-heptanone,second viral coefficients,104,305.7,1500,0.29183,-341.09,78913000,4.00E+20,5.68E+22
2-hexanone,vapour pressure,101,217.35,587.61,107.44,-8528.6,-12.679,8.46E-06,2
2-hexanone,liquid density,105,217.35,587.61,0.67816,0.25634,587.61,0.28365,
2-hexanone,ideal gas isobaric heat capacity,107,200,1200,109400,180700,689,147400,1772
2-hexanone,liquid isobaric heat capacity,100,217.35,460,208250,-107.47,0.2062,0.00070293,
2-hexanone,heat of vaporization,106,217.35,587.61,56231000,0.38207,,,
2-hexanone,second viral coefficients,104,293.8,1500,0.24931,-287.04,-58288000,-2.87E+20,4.26E+22
2-octanol,liquid density,105,241.55,629.8,0.52497,0.26186,629.8,0.25257,0
2-octanol,vapour pressure,101,241.55,629.8,185.828,-14520.2,-23.6236,1.09E-05,2
2-octanol,liquid isobaric heat capacity,100,241.55,452.9,1115100,-9773.8,34.252,-0.03454,0
2-octanol,heat of vaporization,106,241.55,629.8,125810000,1.3269,-0.69134,-0.08027,0
2-octanol,ideal gas isobaric heat capacity,107,298.15,1500,,,,,
2-octanol,second viral coefficients,104,314.9,1500,,,,,
2-pentanol,vapour pressure,101,200,561,116.828,-10453,-13.1768,1.07E-17,6
2-pentanol,liquid density,105,200,561,0.81577,0.26594,561,0.25551,0
2-pentanol,ideal gas isobaric heat capacity,107,298.15,1500,108530,307470,1867.2,222710,825.4
2-pentanol,liquid isobaric heat capacity,100,200,392.2,883630,-8220.5,29.125,-0.02989,0
2-pentanol,heat of vaporization,106,200,561,88703000,0.90566,-0.67627,0.3485,0
2-pentanol,second viral coefficients,104,280.5,1500,0.23813,-246.91,-32755000,1.44E+20,-1.63E+23
2-pentanone,vapour pressure,101,196.29,561.08,84.635,-7078.4,-9.3,6.27E-06,2
2-pentanone,liquid density,105,196.29,561.08,0.90411,0.27207,561.08,0.30669,
2-pentanone,ideal gas isobaric heat capacity,107,200,1500,90053,270850,1659.2,180120,743.96
2-pentanone,liquid isobaric heat capacity,100,196.29,375.46,194590,-263.86,0.76808,,
2-pentanone,heat of vaporization,106,196.29,561.08,51740000,0.39422,,,
2-pentanone,second viral coefficients,104,280.54,1500,0.22325,-257.89,-35849000,-3.09E+20,5.92E+22
2-propanol,vapour pressure,101,185.26,508.3,110.717,-9040,-12.676,5.54E-06,2
2-propanol,liquid density,105,185.258,508.3,1.1799,0.2644,508.3,0.24653,
2-propanol,ideal gas isobaric heat capacity,107,298.15,1500,73145,203130,1937.5,148150,843.37
2-propanol,liquid isobaric heat capacity,100,185.258,463,471710,-4172.1,14.745,-0.014402,
2-propanol,heat of vaporization,106,185.258,508.3,85020000,1.474,-1.878,0.933,
2-propanol,second viral coefficients,104,254.15,1500,0.52914,-411.05,-3258000,1.44E+20,-8.86E+22
3-heptanone,vapour pressure,101,234.15,606.6,78.463,-8077.2,-7.9062,8.05E-18,6
3-heptanone,liquid density,105,234.15,606.6,0.59268,0.25663,606.6,0.27766,0
3-heptanone,ideal gas isobaric heat capacity,107,200,1500,127680,338100,1383.1,188800,650.3
3-heptanone,liquid isobaric heat capacity,100,234.15,480,270730,-399.89,1.0601,0,0
3-heptanone,heat of vaporization,106,234.15,606.6,63357000,0.42167,0,0,0
3-heptanone,second viral coefficients,104,303.3,1500,0.29056,-339.49,76495000,4.12E+20,6.10E+22
3-hexanone,vapour pressure,101,217.5,582.82,73.155,-7242.9,-7.2569,1.27E-17,6
3-hexanone,liquid density,105,217.5,582.82,0.67666,0.25578,582.82,0.27746,
3-hexanone,ideal gas isobaric heat capacity,107,150,1500,112370,293600,1401,160100,650.5
3-hexanone,liquid isobaric heat capacity,100,217.5,460,235960,-345.94,0.94278,,
3-hexanone,heat of vaporization,106,217.5,582.82,56232000,0.39972,,,
3-hexanone,second viral coefficients,104,297,1500,0.24188,-274.96,-58174000,-2.11E+20,-2.11E+22
3-Octanol,vapour pressure,101,341.25,448.15,510.824,-31676.7,-70.4884,2.15E-16,6
3-Octanol,liquid density,105,273.15,383.15,0.52383,0.25948,573.8,0.23615,0
3-Octanol,heat of vaporization,106,341.25,448.15,65202.3,-38.5277,78.4937,-42.939,-2.0504
3-Octanol,ideal gas isobaric heat capacity,107,298.15,1500,158030,323480,798.14,178820,2434.3
3-Octanol,second viral coefficients,104,314.9,1500,0.41021,-486.57,-50341000,-2.35E+20,-4.74E+23
3-Octanol,liquid isobaric heat capacity,100,216.9,298.5,583323,-4530.2,18.967,-0.02191,0
3-pentanol,vapour pressure,101,204.15,559.6,95.581,-9225.8,-10.115,1.08E-18,6
3-pentanol,liquid density,105,204.15,559.6,0.79814,0.26029,559.6,0.25949,0
3-pentanol,ideal gas isobaric heat capacity,107,298.15,1500,108660,307440,1869.7,222900,826.53
3-pentanol,liquid isobaric heat capacity,100,204.15,388.45,172140,-484.14,2.474,0,0
3-pentanol,heat of vaporization,106,204.15,559.6,61959000,-0.16824,0.80891,-0.14713,0
3-pentanol,second viral coefficients,104,279.8,1500,0.32054,-349.9,-10961000,1.28E+20,-9.39E+22
3-pentanone,vapour pressure,101,234.18,560.95,44.286,-5415.1,-3.0913,1.86E-18,6
3-pentanone,liquid density,105,234.18,560.95,0.71811,0.24129,560.95,0.27669,
3-pentanone,ideal gas isobaric heat capacity,107,200,1500,96896,249070,1417.7,130100,646.7
3-pentanone,liquid isobaric heat capacity,100,234.18,375.14,193020,-176.43,0.5669,,
3-pentanone,heat of vaporization,106,234.18,560.95,52390000,0.40465,,,
3-pentanone,second viral coefficients,104,280.47,1500,0.1968,-218.73,-45060000,-1.57E+20,1.97E+22
4-heptanone,vapour pressure,101,240.65,602,100.52,-8525,-11.568,7.09E-06,2
4-heptanone,liquid density,105,240.65,602,0.58029,0.25186,602,0.29502,0
4-heptanone,ideal gas isobaric heat capacity,107,200,1500,127820,338200,1388.1,189900,652.8
4-heptanone,liquid isobaric heat capacity,100,240,480,277620,-435.25,1.1298,0,0
4-heptanone,heat of vaporization,106,240.65,602,58225000,0.37375,0,0,0
4-heptanone,second viral coefficients,104,301,1500,0.28953,-335.24,73687000,3.35E+20,4.60E+22
4-octanol,ideal gas isobaric heat capacity,107,,,158030,323480,798.14,178820,2434.3
4-octanol,second viral coefficients,104,,,,,,,
4-octanol,vapour pressure,101,343.15,449.75,376.37,-24955.2,-50.8272,1.37E-16,6
4-octanol,liquid density,105,273.15,373.15,0.47742,0.24879,574.7,0.22197,0
4-octanol,heat of vaporization,106,343.15,449.75,3320830,-34420,126.76,-0.14856,0
4-octanol,liquid isobaric heat capacity,100,216.9,310.7,,,,,
"9,10-dehydrophenanthrene",vapour pressure,101,298,800,1,1,1,1,1
"9,10-dehydrophenanthrene",liquid density,105,298,800,1,1,1,1,1
"9,10-dehydrophenanthrene",ideal gas isobaric heat capacity,107,298,800,1,1,1,1,1
"9,10-dehydrophenanthrene",liquid isobaric heat capacity,100,298,800,1,1,1,1,1
"9,10-dehydrophenanthrene",heat of vaporization,106,298,800,1,1,1,1,1
"9,10-dehydrophenanthrene",second viral coefficients,104,298,800,1,1,1,1,1
acetic acid,vapour pressure,101,289.81,591.95,53.27,-6304.5,-4.2985,8.89E-18,6
acetic acid,liquid density,105,289.81,591.95,1.4486,0.25892,591.95,0.2529,0
acetic acid,ideal gas isobaric heat capacity,107,50,1500,40200,136750,1262,70030,569.7
acetic acid,liquid isobaric heat capacity,100,289.81,391.05,139640,-320.8,0.8985,0,0
acetic acid,heat of vaporization,106,289.81,591.95,40179000,2.6037,-5.0031,2.7069,0
acetic acid,second viral coefficients,104,1,1,1,1,1,1,1
acetone,vapour pressure,101,178.45,508.2,69.006,-5599.6,-7.0985,6.23E-06,2
acetone,liquid density,105,178.45,508.2,1.2332,0.25886,508.2,0.2913,
acetone,ideal gas isobaric heat capacity,107,200,1500,57040,163200,1607,96800,731.5
acetone,liquid isobaric heat capacity,100,178.45,329.44,135600,-177,0.2837,0.000689,
acetone,heat of vaporization,106,178.45,508.2,42150000,0.3397,,,
acetone,second viral coefficients,104,254.1,2540.5,0.1107,-99.2,-30540000,9.89E+18,-1.65E+22
acetonitrile,vapour pressure,101,229.32,545.5,58.302,-5385.6,-5.4954,5.36E-06,2
acetonitrile,liquid density,105,229.32,545.5,1.3064,0.22597,545.5,0.28678,0
acetonitrile,ideal gas isobaric heat capacity,107,100,1500,41914,88760,1581.8,50320,699.8
acetonitrile,liquid isobaric heat capacity,100,229.32,354.75,97582,-122.2,0.34085,0,0
acetonitrile,heat of vaporization,106,229.32,545.5,43511000,0.34765,0,0,0
acetonitrile,second viral coefficients,104,301.4,1500,0.05538,-111.41,-59031000,8.21E+19,1.11E+23
argon,vapour pressure,101,83.78,150.86,42.127,-1093.1,-4.1425,5.73E-05,2
argon,liquid density,105,83.78,150.86,3.8469,0.2881,150.86,0.29783,0
argon,liquid isobaric heat capacity,100,83.78,135,134390,-1989.4,11.043,0,0
argon,heat of vaporization,106,83.78,150.86,8730800,0.3526,0,0,0
argon,second viral coefficients,104,50,1500,0.034663,-14.191,-90971,1.3865E+14,-6.42E+15
argon,ideal gas isobaric heat capacity,100,100,1500,20786,0,0,0,0
benzene,vapour pressure,101,278.68,562.05,83.107,-6486.2,-9.2194,6.98E-06,2
benzene,liquid density,105,278.68,562.05,1.0259,0.26666,562.05,0.28394,
benzene,ideal gas isobaric heat capacity,107,298.15,1500,55238,173380,764.25,72545,2445.7
benzene,liquid isobaric heat capacity,100,278.68,353.24,129440,-169.5,0.64781,0,0
benzene,heat of vaporization,106,278.68,562.05,45346000,0.39053,0,0,0
benzene,second viral coefficients,104,281.02,1500,0.15059,-186.94,-23146000,-7.05E+18,-6.88E+20
butanal,vapour pressure,101,176.75,537.2,99.33,-7083.6,-11.733,1.00E-05,2
butanal,liquid density,105,176.75,537.2,1.0361,0.26731,537.2,0.28397,0
butanal,ideal gas isobaric heat capacity,107,200,1500,89657,237310,1975.4,158660,904.13
butanal,liquid isobaric heat capacity,100,176.75,300,65682,1329.1,-7.1579,0.012755,0
butanal,heat of vaporization,106,176.75,537.2,46400000,0.3849,0,0,0
butanal,second viral coefficients,104,268.6,1500,0.16958,-192.4,27885000,1.37E+20,2.17E+22
butyl acetate,vapour pressure,101,199.65,575.4,122.82,-9253.2,-14.99,1.05E-05,2
butyl acetate,liquid density,105,199.65,575.4,0.67794,0.2637,575.4,0.29318,0
butyl acetate,ideal gas isobaric heat capacity,107,298.15,1200,116840,376900,1956,281800,811.2
butyl acetate,liquid isobaric heat capacity,100,298.15,399.26,111850,384.52,0,0,0
butyl acetate,heat of vaporization,106,199.65,575.4,58276000,0.38854,0,0,0
butyl acetate,second viral coefficients,104,289.5,1500,0.2303,-269.3,-64410000,-2.34E+20,3.13E+22
butyl ethyl ether,liquid density,105,170.15,531,0.71599,0.27351,531,0.28605,0
butyl ethyl ether,ideal gas isobaric heat capacity,107,298.15,1500,127400,344000,1718,229500,800
butyl ethyl ether,liquid isobaric heat capacity,100,265.5,398.25,165990,-135.48,1.0865,0,0
butyl ethyl ether,heat of vaporization,106,170.15,531,145270000,4.842,-7.8194,3.9023,0
butyl ethyl ether,second viral coefficients,104,265.5,1500,0.25113,-263.33,-40243000,-3.67E+19,1.90E+20
butyl ethyl ether,vapour pressure,101,170.15,531,109.44,-7321,-14.093,0.014475,1
butyl formate,vapour pressure,101,181.25,559,115.54,-7907,-14.945,0.014711,1
butyl formate,liquid density,105,181.25,559,0.79185,0.26606,559,0.2785,0
butyl formate,liquid isobaric heat capacity,100,290.15,379.25,102100,327.95,0,0,0
butyl formate,heat of vaporization,106,181.25,559,55800000,0.413,0,0,0
butyl formate,second viral coefficients,104,279.5,1500,0.207,-232,-40100000,1.73E+20,2.92E+22
butyl formate,ideal gas isobaric heat capacity,107,298.15,1500,105960,294800,1899,225400,822.19
butyl propionate,liquid density,105,183.63,594.6,0.5981,0.26518,594.6,0.28571,0
butyl propionate,vapour pressure,101,183.63,594.6,71.228,-7709.8,-6.8418,3.66E-18,6
butyl propionate,ideal gas isobaric heat capacity,107,300,1200.15,87800,232500,518.5,231000,1627
butyl propionate,liquid isobaric heat capacity,100,183.63,418.26,308020,-641.97,1.5477,0,0
butyl propionate,heat of vaporization,106,183.63,594.6,65850000,0.75583,-0.78827,0.46705,0
butyl propionate,second viral coefficients,104,297.3,1500,0.30206,-332.93,-76322000,-2.46E+20,2.72E+22
butyronitrile,vapour pressure,101,161.25,582.25,66.32,-6714.9,-6.3087,1.35E-17,6
butyronitrile,liquid density,105,161.25,585.25,0.87533,0.24331,582.25,0.28586,0
butyronitrile,ideal gas isobaric heat capacity,107,200,1500,69060,199960,1549.4,131460,675
butyronitrile,liquid isobaric heat capacity,100,161.25,390.75,104000,174,1,0,0
butyronitrile,heat of vaporization,106,161.25,585.25,52200000,0.165,0.6692,-0.539,0
butyronitrile,second viral coefficients,104,291,2901,0.38125,-731.14,23635000,-2.39E+21,4.26E+23
carbon monoxide,second viral coefficients,104,66,130,1,1,1,1,1
carbon monoxide,heat of vaporization,106,66,130,8585000,0.4921,-0.326,0.2231,0
carbon monoxide,liquid isobaric heat capacity,100,66,130,1,1,1,1,1
carbon monoxide,vapour pressure,101,66,132,45.698,-1076.6,-4.8814,7.57E-05,2
carbon monoxide,liquid density,105,66,133,2.987,0.27532,132.92,0.2813,0
carbon monoxide,ideal gas isobaric heat capacity,107,60,1500,29108,8773,3085.1,8455.3,1538.2
chloroform,vapour pressure,101,207.15,536.4,146.43,-7792.3,-20.614,0.024578,1
chloroform,liquid density,105,209.63,536.4,1.0841,0.2581,536.4,0.2741,0
chloroform,ideal gas isobaric heat capacity,107,100,1500,39420,65730,928,49300,399.6
chloroform,liquid isobaric heat capacity,100,233.15,366.48,124850,-166.34,0.43209,0,0
chloroform,heat of vaporization,106,209.63,536.4,41860000,0.3584,0,0,0
chloroform,second viral coefficients,104,268.2,2682,0.164,-213.6,-12300000,-3.56E+19,7.19E+21
cis-decalin,vapour pressure,101,230.2,703.6,107.53,-9600.2,-12.502,6.19E-06,2
cis-decalin,liquid density,105,230.2,703.6,0.5533,0.26543,703.6,0.2876,0
cis-decalin,ideal gas isobaric heat capacity,107,200,1500,105800,559320,1646.4,404310,774.5
cis-decalin,liquid isobaric heat capacity,100,230,750,1,1,1,1,1
cis-decalin,heat of vaporization,106,230.2,703.6,64011000,0.43108,0,0,0
cis-decalin,second viral coefficients,104,230,750,1,1,1,1,1
cyclohexane,vapour pressure,101,279.69,553.8,51.087,-5226.4,-4.2278,9.76E-18,6
cyclohexane,liquid density,105,279.69,553.8,0.88998,0.27376,553.8,0.28571,0
cyclohexane,ideal gas isobaric heat capacity,107,100,1500,43200,373500,1192,163500,530.1
cyclohexane,liquid isobaric heat capacity,100,279.69,400,-220600,3118.3,-9.4216,0.010687,0
cyclohexane,heat of vaporization,106,279.69,553.8,44902000,0.39881,0,0,0
cyclohexane,second viral coefficients,104,276.7,2767,0.1814,-187.8,-27480000,-5.48E+19,1.04E+22
cyclohexanone,vapour pressure,101,242,653,85.424,-7944.4,-9.2862,5.00E-06,2
cyclohexanone,liquid density,105,242,653,0.86464,0.26888,653,0.29943,0
cyclohexanone,ideal gas isobaric heat capacity,107,298.15,1500,85860,257770,848.95,77780,2401.5
cyclohexanone,liquid isobaric heat capacity,100,290,489.75,6110.4,600.94,0,0,0
cyclohexanone,heat of vaporization,106,242,653,56772000,0.37431,0,0,0
cyclohexanone,second viral coefficients,104,326.5,1500,0.22277,-302.8,-67082000,-6.43E+20,1.11E+23
cyclopentanone,vapour pressure,101,221.85,624.5,56.405,-6444.5,-4.8222,4.88E-18,6
cyclopentanone,liquid density,105,221.85,624.5,1.0649,0.27474,624.5,0.30013,0
cyclopentanone,ideal gas isobaric heat capacity,107,298.15,1500,69816,195020,807.79,92789,2435.5
cyclopentanone,liquid isobaric heat capacity,100,221.85,403.8,41800,362.34,0,0,0
cyclopentanone,heat of vaporization,106,221.85,624.5,53751000,0.37486,0,0,0
cyclopentanone,second viral coefficients,104,312.25,1500,0.1836,-239.74,-49718000,-5.08E+20,9.13E+22
deuterium oxide,vapour pressure,101,257.74,643.89,78.433,-7601.2,-7.9714,4.38E-06,2
deuterium oxide,liquid density,105,398.15,643.89,4.5825,0.25807,643.89,0.23797,0
deuterium oxide,ideal gas isobaric heat capacity,107,100,6000,33633,27839,2497,15953,1143.5
deuterium oxide,liquid isobaric heat capacity,100,276.93,473.15,14892,672.69,-2.1188,0.0021585,0
deuterium oxide,heat of vaporization,106,276.97,643.89,65178000,0.97655,1.1126,0.5616,0
deuterium oxide,second viral coefficients,104,322,1610,-0.0173,19.82,-27190000,3.68E+20,-1.53E+23
dibenzyltoluene,vapour pressure,101,273,633,1,1,1,1,1
dibenzyltoluene,liquid density,105,273,633,1,1,1,1,1
dibenzyltoluene,ideal gas isobaric heat capacity,107,273,633,1,1,1,1,1
dibenzyltoluene,liquid isobaric heat capacity,100,273,633,1,1,1,1,1
dibenzyltoluene,heat of vaporization,106,273,633,1,1,1,1,1
dibenzyltoluene,second viral coefficients,104,273,633,1,1,1,1,1
dibutyl ether,vapour pressure,101,175.3,584.1,72.227,-7537.6,-7.0596,9.14E-18,6
dibutyl ether,liquid density,105,175.3,584.1,0.55941,0.27243,584.1,0.29932,0
dibutyl ether,ideal gas isobaric heat capacity,107,200,1500,161220,447770,1683.1,291800,781.6
